"","coords","all","natural","current","threatened","missing"
"7904","-723647.041666666_3729071.08450704",28,28,9,3,13
"7905","-627160.769444445_3729071.08450704",24,24,6,2,14
"7906","-530674.497222222_3729071.08450704",20,20,5,2,12
"7907","-434188.225000001_3729071.08450704",19,19,5,2,12
"7908","-337701.952777777_3729071.08450704",20,20,6,3,12
"7909","-241215.680555556_3729071.08450704",20,20,7,4,10
"7910","-144729.408333335_3729071.08450704",19,19,7,4,10
"7911","-48243.1361111104_3729071.08450704",19,19,6,3,10
"7912","48243.1361111104_3729071.08450704",19,19,5,2,11
"7913","144729.408333335_3729071.08450704",19,19,6,3,10
"7914","241215.680555556_3729071.08450704",17,17,6,3,8
"7915","337701.952777777_3729071.08450704",17,17,6,3,8
"7916","434188.225000001_3729071.08450704",17,17,6,3,8
"7917","530674.497222222_3729071.08450704",17,17,5,2,9
"7918","627160.769444443_3729071.08450704",17,17,5,2,9
"7919","723647.041666668_3729071.08450704",18,18,5,2,10
"7920","820133.313888889_3729071.08450704",19,19,5,2,11
"7921","916619.58611111_3729071.08450704",19,19,6,3,10
"7922","1013105.85833333_3729071.08450704",21,21,7,4,10
"7923","1109592.13055556_3729071.08450704",22,22,6,3,11
"7924","1206078.40277778_3729071.08450704",23,23,5,2,12
"7925","1302564.675_3729071.08450704",22,22,5,2,11
"7926","1399050.94722222_3729071.08450704",24,24,4,1,14
"7927","1495537.21944444_3729071.08450704",24,24,4,1,14
"7928","1592023.49166667_3729071.08450704",24,24,4,1,14
"7929","1688509.76388889_3729071.08450704",25,25,4,1,15
"7930","1784996.03611111_3729071.08450704",23,23,4,1,13
"7931","1881482.30833333_3729071.08450704",24,24,4,1,14
"7932","1977968.58055555_3729071.08450704",25,25,4,1,14
"7933","2074454.85277778_3729071.08450704",22,22,5,2,11
"7934","2170941.125_3729071.08450704",18,18,5,2,8
"7935","2267427.39722222_3729071.08450704",18,18,4,1,9
"7936","2363913.66944445_3729071.08450704",20,20,4,1,11
"7937","2460399.94166667_3729071.08450704",20,20,4,1,11
"7938","2556886.21388889_3729071.08450704",22,22,4,1,12
"7939","2653372.48611111_3729071.08450704",22,22,5,2,11
"7940","2749858.75833333_3729071.08450704",23,23,5,2,12
"7941","2846345.03055555_3729071.08450704",26,26,5,1,14
"7942","2942831.30277778_3729071.08450704",26,26,5,1,14
"7943","3039317.575_3729071.08450704",20,20,4,0,11
"7944","3135803.84722222_3729071.08450704",27,27,5,0,15
"7945","3232290.11944444_3729071.08450704",27,26,7,1,15
"7946","3328776.39166667_3729071.08450704",26,25,12,4,9
"7947","3425262.66388889_3729071.08450704",26,25,9,2,12
"7948","3521748.93611111_3729071.08450704",22,21,6,1,11
"7949","3618235.20833333_3729071.08450704",16,15,7,2,6
"7950","3714721.48055556_3729071.08450704",15,14,7,2,6
"7951","3811207.75277778_3729071.08450704",13,12,5,1,6
"7952","3907694.025_3729071.08450704",13,12,4,1,7
"7953","4004180.29722222_3729071.08450704",12,11,4,1,6
"7954","4100666.56944444_3729071.08450704",12,11,4,1,6
"7955","4197152.84166666_3729071.08450704",12,11,4,1,6
"7956","4293639.11388889_3729071.08450704",16,15,6,1,7
"7957","4390125.38611111_3729071.08450704",18,17,6,1,9
"7958","4486611.65833334_3729071.08450704",21,20,8,1,10
"7959","4583097.93055556_3729071.08450704",22,21,9,2,10
"7960","4679584.20277778_3729071.08450704",19,18,8,2,8
"7961","4776070.475_3729071.08450704",25,24,10,3,10
"7962","4872556.74722222_3729071.08450704",28,27,13,4,10
"7963","4969043.01944444_3729071.08450704",27,26,12,4,10
"7964","5065529.29166667_3729071.08450704",27,26,11,4,11
"7965","5162015.56388889_3729071.08450704",25,24,10,3,11
"7966","5258501.83611111_3729071.08450704",25,24,13,4,8
"7967","5354988.10833333_3729071.08450704",23,22,11,2,8
"7968","5451474.38055556_3729071.08450704",24,23,13,4,7
"7969","5547960.65277778_3729071.08450704",24,23,12,4,8
"7970","5644446.925_3729071.08450704",21,20,9,2,9
"7971","5740933.19722222_3729071.08450704",22,21,11,3,8
"7972","5837419.46944444_3729071.08450704",22,21,11,3,8
"7973","5933905.74166667_3729071.08450704",18,17,10,2,5
"7974","6030392.01388889_3729071.08450704",16,15,8,1,5
"7975","6126878.28611111_3729071.08450704",18,17,8,1,7
"7976","6223364.55833333_3729071.08450704",19,18,7,1,9
"7977","6319850.83055555_3729071.08450704",20,19,7,1,10
"7978","6416337.10277778_3729071.08450704",25,24,11,2,11
"7979","6512823.375_3729071.08450704",23,22,10,1,10
"7980","6609309.64722222_3729071.08450704",23,22,10,1,10
"7981","6705795.91944445_3729071.08450704",23,22,10,1,10
"7982","6802282.19166667_3729071.08450704",24,23,10,1,11
"7983","6898768.46388889_3729071.08450704",21,20,7,0,11
"7984","6995254.73611111_3729071.08450704",21,20,7,0,11
"7985","7091741.00833333_3729071.08450704",22,21,7,0,11
"7986","7188227.28055555_3729071.08450704",22,21,8,0,10
"7987","7284713.55277778_3729071.08450704",25,24,10,2,11
"7988","7381199.825_3729071.08450704",27,26,13,4,10
"7989","7477686.09722222_3729071.08450704",33,32,21,8,8
"7990","7574172.36944444_3729071.08450704",33,32,24,9,6
"7991","7670658.64166667_3729071.08450704",30,29,21,6,7
"7992","7767144.91388889_3729071.08450704",27,26,18,6,7
"7993","7863631.18611111_3729071.08450704",23,22,18,5,4
"7994","7960117.45833333_3729071.08450704",20,19,15,4,4
"7995","8056603.73055556_3729071.08450704",19,18,14,4,4
"7996","8153090.00277778_3729071.08450704",17,16,13,3,3
"7997","8249576.275_3729071.08450704",16,15,11,1,4
"7998","8346062.54722222_3729071.08450704",16,15,12,2,3
"7999","8442548.81944444_3729071.08450704",16,15,12,2,3
"8000","8539035.09166666_3729071.08450704",16,15,11,1,4
"8001","8635521.36388889_3729071.08450704",17,16,12,2,4
"8002","8732007.63611111_3729071.08450704",17,16,12,2,4
"8003","8828493.90833334_3729071.08450704",18,17,12,2,4
"8004","8924980.18055556_3729071.08450704",17,16,12,2,3
"8005","9021466.45277778_3729071.08450704",22,21,18,6,2
"8006","9117952.725_3729071.08450704",23,22,18,6,3
"8007","9214438.99722222_3729071.08450704",26,25,21,9,2
"8008","9310925.26944444_3729071.08450704",27,26,21,9,4
"8009","9407411.54166667_3729071.08450704",27,26,20,8,5
"8010","9503897.81388889_3729071.08450704",29,28,20,7,6
"8011","9600384.08611111_3729071.08450704",29,28,20,7,6
"8012","9696870.35833333_3729071.08450704",29,28,22,8,4
"8013","9793356.63055556_3729071.08450704",30,29,21,8,6
"8014","9889842.90277778_3729071.08450704",35,34,24,11,6
"8015","9986329.175_3729071.08450704",35,34,22,10,8
"8016","10082815.4472222_3729071.08450704",27,26,11,4,11
"8017","10179301.7194444_3729071.08450704",25,24,9,2,11
"8018","10275787.9916667_3729071.08450704",26,25,8,1,13
"8019","10372274.2638889_3729071.08450704",26,25,7,1,14
"8020","10468760.5361111_3729071.08450704",25,24,8,2,12
"8021","10565246.8083333_3729071.08450704",26,25,9,2,12
"8022","10661733.0805556_3729071.08450704",28,27,10,2,13
"8023","10758219.3527778_3729071.08450704",27,26,8,2,14
"8024","10854705.625_3729071.08450704",22,21,5,0,14
"8025","10951191.8972222_3729071.08450704",21,20,5,0,13
"8026","11047678.1694444_3729071.08450704",18,17,4,0,12
"8027","11144164.4416667_3729071.08450704",19,18,4,0,12
"8028","11240650.7138889_3729071.08450704",22,21,5,0,14
"8029","11337136.9861111_3729071.08450704",27,26,11,4,11
"8030","11433623.2583333_3729071.08450704",26,25,12,4,10
"8031","11530109.5305556_3729071.08450704",28,27,12,4,11
"8032","11626595.8027778_3729071.08450704",21,20,6,2,13
"8033","11723082.075_3729071.08450704",20,19,5,1,13
"8034","11819568.3472222_3729071.08450704",1,0,1,0,0
"8035","12591458.525_3729071.08450704",12,11,6,0,3
"8036","12687944.7972222_3729071.08450704",5,4,3,0,1
"8037","-11144164.4416667_3632556.12676056",26,24,9,0,5
"8038","-11047678.1694444_3632556.12676056",25,23,9,0,5
"8039","-10951191.8972222_3632556.12676056",13,11,7,0,3
"8040","-10854705.625_3632556.12676056",19,17,9,0,3
"8041","-10758219.3527778_3632556.12676056",24,22,6,0,6
"8042","-10661733.0805556_3632556.12676056",26,24,7,0,7
"8043","-10565246.8083333_3632556.12676056",30,28,9,0,6
"8044","-10468760.5361111_3632556.12676056",36,34,9,0,5
"8045","-10372274.2638889_3632556.12676056",42,40,8,0,7
"8046","-10275787.9916667_3632556.12676056",46,45,7,0,8
"8047","-10179301.7194444_3632556.12676056",46,45,6,0,9
"8048","-10082815.4472222_3632556.12676056",52,51,10,0,7
"8049","-9986329.175_3632556.12676056",53,52,11,0,7
"8050","-9889842.90277778_3632556.12676056",52,51,9,0,8
"8051","-9793356.63055556_3632556.12676056",49,48,8,0,8
"8052","-9696870.35833333_3632556.12676056",50,49,8,0,10
"8053","-9600384.08611111_3632556.12676056",46,45,8,0,9
"8054","-9503897.81388889_3632556.12676056",44,42,6,0,11
"8055","-9407411.54166667_3632556.12676056",40,38,5,0,10
"8056","-9310925.26944444_3632556.12676056",38,36,5,0,9
"8057","-9214438.99722222_3632556.12676056",37,35,5,0,8
"8058","-9117952.725_3632556.12676056",35,33,5,0,7
"8059","-9021466.45277778_3632556.12676056",32,30,5,0,6
"8060","-8924980.18055556_3632556.12676056",27,25,5,0,5
"8061","-8828493.90833333_3632556.12676056",27,25,5,0,5
"8062","-8732007.63611111_3632556.12676056",24,22,5,0,4
"8063","-8635521.36388889_3632556.12676056",29,27,4,0,6
"8064","-8539035.09166667_3632556.12676056",2,1,1,0,0
"8065","-8249576.275_3632556.12676056",31,29,5,0,5
"8066","-8153090.00277778_3632556.12676056",31,29,5,0,5
"8067","-8056603.73055555_3632556.12676056",31,29,5,0,5
"8068","-7960117.45833333_3632556.12676056",31,29,5,0,5
"8069","-7863631.18611111_3632556.12676056",31,29,5,0,5
"8070","-1302564.675_3632556.12676056",2,1,1,0,1
"8071","-1013105.85833333_3632556.12676056",18,18,7,2,9
"8072","-916619.586111112_3632556.12676056",27,27,10,3,13
"8073","-820133.313888889_3632556.12676056",30,30,9,3,15
"8074","-723647.041666666_3632556.12676056",27,27,8,4,14
"8075","-627160.769444445_3632556.12676056",21,21,6,3,12
"8076","-530674.497222222_3632556.12676056",18,18,6,3,10
"8077","-434188.225000001_3632556.12676056",16,16,7,4,7
"8078","-337701.952777777_3632556.12676056",17,17,5,2,10
"8079","-241215.680555556_3632556.12676056",17,17,6,3,9
"8080","-144729.408333335_3632556.12676056",17,17,5,2,10
"8081","-48243.1361111104_3632556.12676056",17,17,5,2,10
"8082","48243.1361111104_3632556.12676056",15,15,5,2,8
"8083","144729.408333335_3632556.12676056",15,15,5,2,8
"8084","241215.680555556_3632556.12676056",16,16,6,3,8
"8085","337701.952777777_3632556.12676056",17,17,6,3,8
"8086","434188.225000001_3632556.12676056",16,16,6,3,7
"8087","530674.497222222_3632556.12676056",16,16,5,2,8
"8088","627160.769444443_3632556.12676056",15,15,5,2,7
"8089","723647.041666668_3632556.12676056",15,15,5,2,7
"8090","820133.313888889_3632556.12676056",17,17,5,2,9
"8091","916619.58611111_3632556.12676056",17,17,7,4,7
"8092","1013105.85833333_3632556.12676056",17,17,7,4,7
"8093","1109592.13055556_3632556.12676056",19,19,7,4,9
"8094","1206078.40277778_3632556.12676056",17,17,7,4,7
"8095","1302564.675_3632556.12676056",16,16,5,2,8
"8096","1399050.94722222_3632556.12676056",19,19,4,1,9
"8097","1495537.21944444_3632556.12676056",19,19,4,1,9
"8098","1592023.49166667_3632556.12676056",21,21,4,1,11
"8099","1688509.76388889_3632556.12676056",21,21,4,1,11
"8100","1784996.03611111_3632556.12676056",21,21,4,1,11
"8101","1881482.30833333_3632556.12676056",23,23,4,1,13
"8102","1977968.58055555_3632556.12676056",23,23,4,1,13
"8103","2074454.85277778_3632556.12676056",19,19,4,1,9
"8104","2170941.125_3632556.12676056",17,17,4,1,8
"8105","2267427.39722222_3632556.12676056",16,16,4,1,8
"8106","2363913.66944445_3632556.12676056",18,18,5,2,9
"8107","2460399.94166667_3632556.12676056",19,19,5,2,9
"8108","2556886.21388889_3632556.12676056",19,19,5,2,9
"8109","2653372.48611111_3632556.12676056",19,19,5,2,9
"8110","2749858.75833333_3632556.12676056",19,19,4,1,10
"8111","2846345.03055555_3632556.12676056",19,19,5,1,9
"8112","2942831.30277778_3632556.12676056",21,21,5,1,11
"8113","3039317.575_3632556.12676056",20,20,5,1,10
"8114","3135803.84722222_3632556.12676056",24,24,7,2,12
"8115","3232290.11944444_3632556.12676056",22,21,6,1,12
"8116","3328776.39166667_3632556.12676056",24,23,8,2,11
"8117","3425262.66388889_3632556.12676056",24,23,10,4,9
"8118","3521748.93611111_3632556.12676056",18,17,7,2,8
"8119","3618235.20833333_3632556.12676056",14,13,7,2,5
"8120","3714721.48055556_3632556.12676056",14,13,6,2,6
"8121","3811207.75277778_3632556.12676056",14,13,6,2,6
"8122","3907694.025_3632556.12676056",13,12,5,2,6
"8123","4004180.29722222_3632556.12676056",12,11,4,1,6
"8124","4100666.56944444_3632556.12676056",12,11,4,1,6
"8125","4197152.84166666_3632556.12676056",12,11,4,1,6
"8126","4293639.11388889_3632556.12676056",12,11,4,1,6
"8127","4390125.38611111_3632556.12676056",17,16,6,1,8
"8128","4486611.65833334_3632556.12676056",18,17,6,1,9
"8129","4583097.93055556_3632556.12676056",21,20,7,1,11
"8130","4679584.20277778_3632556.12676056",18,17,8,2,7
"8131","4776070.475_3632556.12676056",17,16,8,2,6
"8132","4872556.74722222_3632556.12676056",22,21,11,4,8
"8133","4969043.01944444_3632556.12676056",26,25,12,5,10
"8134","5065529.29166667_3632556.12676056",26,25,11,4,12
"8135","5162015.56388889_3632556.12676056",26,25,12,4,10
"8136","5258501.83611111_3632556.12676056",26,25,14,4,8
"8137","5354988.10833333_3632556.12676056",26,25,14,4,8
"8138","5451474.38055556_3632556.12676056",25,24,13,4,8
"8139","5547960.65277778_3632556.12676056",23,22,11,4,8
"8140","5644446.925_3632556.12676056",22,21,11,4,7
"8141","5740933.19722222_3632556.12676056",21,20,11,3,7
"8142","5837419.46944444_3632556.12676056",22,21,14,5,5
"8143","5933905.74166667_3632556.12676056",20,19,13,5,4
"8144","6030392.01388889_3632556.12676056",16,15,8,1,5
"8145","6126878.28611111_3632556.12676056",18,17,8,1,7
"8146","6223364.55833333_3632556.12676056",19,18,8,1,8
"8147","6319850.83055555_3632556.12676056",20,19,9,2,8
"8148","6416337.10277778_3632556.12676056",23,22,11,3,9
"8149","6512823.375_3632556.12676056",23,22,9,2,11
"8150","6609309.64722222_3632556.12676056",23,22,10,1,10
"8151","6705795.91944445_3632556.12676056",23,22,9,0,11
"8152","6802282.19166667_3632556.12676056",23,22,10,1,10
"8153","6898768.46388889_3632556.12676056",19,18,8,1,8
"8154","6995254.73611111_3632556.12676056",21,20,8,0,10
"8155","7091741.00833333_3632556.12676056",22,21,8,0,10
"8156","7188227.28055555_3632556.12676056",24,23,10,1,10
"8157","7284713.55277778_3632556.12676056",25,24,10,2,11
"8158","7381199.825_3632556.12676056",26,25,10,2,12
"8159","7477686.09722222_3632556.12676056",31,30,18,8,9
"8160","7574172.36944444_3632556.12676056",31,30,22,11,6
"8161","7670658.64166667_3632556.12676056",36,35,27,11,6
"8162","7767144.91388889_3632556.12676056",36,35,27,9,5
"8163","7863631.18611111_3632556.12676056",35,34,21,6,10
"8164","7960117.45833333_3632556.12676056",33,32,20,6,9
"8165","8056603.73055556_3632556.12676056",26,25,20,6,5
"8166","8153090.00277778_3632556.12676056",20,19,16,4,3
"8167","8249576.275_3632556.12676056",18,17,14,4,3
"8168","8346062.54722222_3632556.12676056",17,16,14,4,2
"8169","8442548.81944444_3632556.12676056",17,16,13,3,3
"8170","8539035.09166666_3632556.12676056",18,17,13,3,4
"8171","8635521.36388889_3632556.12676056",18,17,13,3,4
"8172","8732007.63611111_3632556.12676056",18,17,14,3,3
"8173","8828493.90833334_3632556.12676056",19,18,15,4,3
"8174","8924980.18055556_3632556.12676056",20,19,16,6,3
"8175","9021466.45277778_3632556.12676056",26,25,21,9,3
"8176","9117952.725_3632556.12676056",33,32,23,11,5
"8177","9214438.99722222_3632556.12676056",35,34,25,12,5
"8178","9310925.26944444_3632556.12676056",30,29,22,10,5
"8179","9407411.54166667_3632556.12676056",30,29,22,9,6
"8180","9503897.81388889_3632556.12676056",28,27,21,8,5
"8181","9600384.08611111_3632556.12676056",31,30,22,9,6
"8182","9696870.35833333_3632556.12676056",29,28,22,8,4
"8183","9793356.63055556_3632556.12676056",31,30,23,10,5
"8184","9889842.90277778_3632556.12676056",35,34,23,11,7
"8185","9986329.175_3632556.12676056",29,28,18,8,7
"8186","10082815.4472222_3632556.12676056",24,23,9,3,11
"8187","10179301.7194444_3632556.12676056",25,24,8,2,12
"8188","10275787.9916667_3632556.12676056",26,25,8,2,13
"8189","10372274.2638889_3632556.12676056",26,25,9,2,12
"8190","10468760.5361111_3632556.12676056",28,27,12,3,11
"8191","10565246.8083333_3632556.12676056",27,26,11,3,11
"8192","10661733.0805556_3632556.12676056",27,26,10,2,12
"8193","10758219.3527778_3632556.12676056",27,26,9,2,13
"8194","10854705.625_3632556.12676056",23,22,7,1,13
"8195","10951191.8972222_3632556.12676056",23,22,7,1,14
"8196","11047678.1694444_3632556.12676056",21,20,7,1,12
"8197","11144164.4416667_3632556.12676056",20,19,6,0,12
"8198","11240650.7138889_3632556.12676056",23,22,12,4,9
"8199","11337136.9861111_3632556.12676056",25,24,13,6,8
"8200","11433623.2583333_3632556.12676056",25,24,13,5,9
"8201","11530109.5305556_3632556.12676056",25,24,12,4,10
"8202","11626595.8027778_3632556.12676056",21,20,8,3,12
"8203","11723082.075_3632556.12676056",20,19,7,2,12
"8204","11819568.3472222_3632556.12676056",18,17,5,1,12
"8205","12494972.2527778_3632556.12676056",3,2,2,0,0
"8206","-11433623.2583333_3536041.16901408",5,4,4,0,1
"8207","-11047678.1694444_3536041.16901408",17,15,9,0,4
"8208","-10951191.8972222_3536041.16901408",12,10,6,0,3
"8209","-10854705.625_3536041.16901408",15,13,9,0,3
"8210","-10758219.3527778_3536041.16901408",18,16,9,0,4
"8211","-10661733.0805556_3536041.16901408",24,22,6,0,8
"8212","-10565246.8083333_3536041.16901408",25,23,7,0,6
"8213","-10468760.5361111_3536041.16901408",32,30,7,0,7
"8214","-10372274.2638889_3536041.16901408",37,35,6,0,7
"8215","-10275787.9916667_3536041.16901408",44,43,7,0,7
"8216","-10179301.7194444_3536041.16901408",45,44,7,0,8
"8217","-10082815.4472222_3536041.16901408",47,46,8,0,8
"8218","-9986329.175_3536041.16901408",52,51,9,0,8
"8219","-9889842.90277778_3536041.16901408",52,51,9,0,8
"8220","-9793356.63055556_3536041.16901408",49,48,8,0,8
"8221","-9696870.35833333_3536041.16901408",48,47,8,0,9
"8222","-9600384.08611111_3536041.16901408",43,42,6,0,10
"8223","-9503897.81388889_3536041.16901408",40,38,5,0,11
"8224","-9407411.54166667_3536041.16901408",39,37,5,0,10
"8225","-9310925.26944444_3536041.16901408",36,34,5,0,8
"8226","-9214438.99722222_3536041.16901408",35,33,5,0,8
"8227","-9117952.725_3536041.16901408",32,30,5,0,8
"8228","-8828493.90833333_3536041.16901408",15,13,5,0,3
"8229","-8732007.63611111_3536041.16901408",15,13,5,0,3
"8230","-8635521.36388889_3536041.16901408",15,13,4,0,4
"8231","-8056603.73055555_3536041.16901408",30,28,4,0,5
"8232","-7960117.45833333_3536041.16901408",30,28,4,0,5
"8233","-7863631.18611111_3536041.16901408",30,28,4,0,5
"8234","-7767144.91388889_3536041.16901408",28,26,4,0,3
"8235","-1784996.03611111_3536041.16901408",2,1,1,0,1
"8236","-1688509.76388889_3536041.16901408",2,1,1,0,1
"8237","-1592023.49166667_3536041.16901408",2,1,1,0,1
"8238","-1399050.94722222_3536041.16901408",2,1,1,0,1
"8239","-1302564.675_3536041.16901408",2,1,1,0,1
"8240","-1109592.13055556_3536041.16901408",16,16,5,1,9
"8241","-1013105.85833333_3536041.16901408",19,19,8,3,9
"8242","-916619.586111112_3536041.16901408",26,26,8,3,13
"8243","-820133.313888889_3536041.16901408",25,25,7,4,14
"8244","-723647.041666666_3536041.16901408",17,17,7,4,8
"8245","-627160.769444445_3536041.16901408",16,16,6,3,8
"8246","-530674.497222222_3536041.16901408",13,13,5,2,6
"8247","-434188.225000001_3536041.16901408",13,13,6,3,5
"8248","-337701.952777777_3536041.16901408",11,11,6,3,3
"8249","-241215.680555556_3536041.16901408",14,14,6,3,6
"8250","-144729.408333335_3536041.16901408",12,12,5,2,5
"8251","-48243.1361111104_3536041.16901408",10,10,5,2,3
"8252","48243.1361111104_3536041.16901408",9,9,4,1,3
"8253","144729.408333335_3536041.16901408",9,9,4,1,3
"8254","241215.680555556_3536041.16901408",11,11,5,2,4
"8255","337701.952777777_3536041.16901408",11,11,5,2,4
"8256","434188.225000001_3536041.16901408",10,10,5,2,3
"8257","530674.497222222_3536041.16901408",11,11,5,2,4
"8258","627160.769444443_3536041.16901408",11,11,5,2,4
"8259","723647.041666668_3536041.16901408",11,11,5,2,4
"8260","820133.313888889_3536041.16901408",12,12,5,2,5
"8261","916619.58611111_3536041.16901408",14,14,6,3,5
"8262","1013105.85833333_3536041.16901408",17,17,7,4,7
"8263","1109592.13055556_3536041.16901408",17,17,7,4,7
"8264","1206078.40277778_3536041.16901408",16,16,7,4,6
"8265","1302564.675_3536041.16901408",17,17,6,3,8
"8266","1399050.94722222_3536041.16901408",16,16,4,1,9
"8267","1495537.21944444_3536041.16901408",16,16,4,1,9
"8268","1592023.49166667_3536041.16901408",18,18,4,1,9
"8269","1688509.76388889_3536041.16901408",18,18,4,1,9
"8270","1784996.03611111_3536041.16901408",18,18,4,1,9
"8271","1881482.30833333_3536041.16901408",19,19,4,1,9
"8272","1977968.58055555_3536041.16901408",16,16,4,1,7
"8273","2074454.85277778_3536041.16901408",15,15,4,1,7
"8274","2170941.125_3536041.16901408",13,13,4,1,6
"8275","2267427.39722222_3536041.16901408",13,13,4,1,6
"8276","2363913.66944445_3536041.16901408",14,14,5,2,6
"8277","2460399.94166667_3536041.16901408",14,14,5,2,6
"8278","2556886.21388889_3536041.16901408",15,15,5,2,7
"8279","2653372.48611111_3536041.16901408",15,15,5,2,7
"8280","2749858.75833333_3536041.16901408",14,14,4,1,7
"8281","2846345.03055555_3536041.16901408",14,14,4,1,7
"8282","2942831.30277778_3536041.16901408",17,17,5,1,9
"8283","3039317.575_3536041.16901408",18,18,5,1,10
"8284","3135803.84722222_3536041.16901408",22,22,6,2,12
"8285","3232290.11944444_3536041.16901408",21,21,7,2,10
"8286","3328776.39166667_3536041.16901408",21,20,6,1,11
"8287","3425262.66388889_3536041.16901408",14,13,6,1,6
"8288","3521748.93611111_3536041.16901408",16,15,6,2,8
"8289","3618235.20833333_3536041.16901408",15,14,7,3,6
"8290","3714721.48055556_3536041.16901408",15,14,6,2,6
"8291","3811207.75277778_3536041.16901408",15,14,6,2,6
"8292","3907694.025_3536041.16901408",12,11,4,1,6
"8293","4004180.29722222_3536041.16901408",12,11,4,1,6
"8294","4100666.56944444_3536041.16901408",12,11,4,1,6
"8295","4197152.84166666_3536041.16901408",12,11,4,1,6
"8296","4293639.11388889_3536041.16901408",12,11,4,1,6
"8297","4390125.38611111_3536041.16901408",13,12,4,1,7
"8298","4486611.65833334_3536041.16901408",16,15,6,1,8
"8299","4583097.93055556_3536041.16901408",18,17,6,1,9
"8300","4679584.20277778_3536041.16901408",14,13,6,1,6
"8301","4872556.74722222_3536041.16901408",21,20,8,2,10
"8302","4969043.01944444_3536041.16901408",24,23,10,4,10
"8303","5065529.29166667_3536041.16901408",25,24,11,4,10
"8304","5162015.56388889_3536041.16901408",26,25,12,4,10
"8305","5258501.83611111_3536041.16901408",26,25,14,4,8
"8306","5354988.10833333_3536041.16901408",26,25,14,4,8
"8307","5451474.38055556_3536041.16901408",25,24,12,4,9
"8308","5547960.65277778_3536041.16901408",23,22,12,5,7
"8309","5644446.925_3536041.16901408",22,21,12,5,6
"8310","5740933.19722222_3536041.16901408",21,20,11,3,7
"8311","5837419.46944444_3536041.16901408",21,20,13,5,5
"8312","5933905.74166667_3536041.16901408",21,20,13,5,5
"8313","6030392.01388889_3536041.16901408",18,17,9,2,6
"8314","6126878.28611111_3536041.16901408",18,17,8,1,7
"8315","6223364.55833333_3536041.16901408",20,19,10,3,7
"8316","6319850.83055555_3536041.16901408",20,19,11,3,6
"8317","6416337.10277778_3536041.16901408",20,19,10,2,7
"8318","6512823.375_3536041.16901408",20,19,8,1,9
"8319","6609309.64722222_3536041.16901408",20,19,9,0,8
"8320","6705795.91944445_3536041.16901408",23,22,10,1,10
"8321","6802282.19166667_3536041.16901408",21,20,9,1,9
"8322","6898768.46388889_3536041.16901408",18,17,9,1,6
"8323","6995254.73611111_3536041.16901408",18,17,8,0,7
"8324","7091741.00833333_3536041.16901408",21,20,10,1,8
"8325","7188227.28055555_3536041.16901408",24,23,12,2,9
"8326","7284713.55277778_3536041.16901408",24,23,13,2,8
"8327","7381199.825_3536041.16901408",27,26,12,2,11
"8328","7477686.09722222_3536041.16901408",27,26,12,3,11
"8329","7574172.36944444_3536041.16901408",28,27,17,8,8
"8330","7670658.64166667_3536041.16901408",33,32,23,10,7
"8331","7767144.91388889_3536041.16901408",39,38,28,12,6
"8332","7863631.18611111_3536041.16901408",39,38,28,12,6
"8333","7960117.45833333_3536041.16901408",34,33,23,7,7
"8334","8056603.73055556_3536041.16901408",32,31,22,6,6
"8335","8153090.00277778_3536041.16901408",32,31,23,7,5
"8336","8249576.275_3536041.16901408",25,24,20,6,3
"8337","8346062.54722222_3536041.16901408",24,23,21,6,2
"8338","8442548.81944444_3536041.16901408",23,22,19,4,3
"8339","8539035.09166666_3536041.16901408",23,22,17,5,5
"8340","8635521.36388889_3536041.16901408",22,21,18,6,3
"8341","8732007.63611111_3536041.16901408",20,19,16,5,3
"8342","8828493.90833334_3536041.16901408",22,21,18,6,3
"8343","8924980.18055556_3536041.16901408",24,23,20,7,3
"8344","9021466.45277778_3536041.16901408",33,32,23,10,6
"8345","9117952.725_3536041.16901408",36,35,27,13,4
"8346","9214438.99722222_3536041.16901408",36,35,26,13,5
"8347","9310925.26944444_3536041.16901408",38,37,27,14,6
"8348","9407411.54166667_3536041.16901408",37,36,24,11,8
"8349","9503897.81388889_3536041.16901408",38,37,27,12,6
"8350","9600384.08611111_3536041.16901408",31,30,23,10,5
"8351","9696870.35833333_3536041.16901408",28,27,22,9,3
"8352","9793356.63055556_3536041.16901408",30,29,22,10,5
"8353","9889842.90277778_3536041.16901408",32,31,19,9,8
"8354","9986329.175_3536041.16901408",29,28,16,7,9
"8355","10082815.4472222_3536041.16901408",27,26,12,4,11
"8356","10179301.7194444_3536041.16901408",28,27,10,3,13
"8357","10275787.9916667_3536041.16901408",29,28,13,4,11
"8358","10372274.2638889_3536041.16901408",27,26,12,4,10
"8359","10468760.5361111_3536041.16901408",27,26,10,3,12
"8360","10565246.8083333_3536041.16901408",27,26,10,3,12
"8361","10661733.0805556_3536041.16901408",26,25,9,2,12
"8362","10758219.3527778_3536041.16901408",24,23,7,1,14
"8363","10854705.625_3536041.16901408",20,19,7,1,11
"8364","10951191.8972222_3536041.16901408",21,20,8,2,11
"8365","11047678.1694444_3536041.16901408",21,20,8,2,11
"8366","11144164.4416667_3536041.16901408",20,19,7,1,11
"8367","11240650.7138889_3536041.16901408",20,19,8,2,11
"8368","11337136.9861111_3536041.16901408",23,22,10,3,10
"8369","11433623.2583333_3536041.16901408",25,24,13,6,9
"8370","11530109.5305556_3536041.16901408",25,24,11,5,11
