"","coords","all","natural","current","threatened","missing"
"8371","11626595.8027778_3536041.16901408",23,22,12,5,10
"8372","11723082.075_3536041.16901408",21,20,8,3,12
"8373","11819568.3472222_3536041.16901408",3,2,1,0,2
"8374","12494972.2527778_3536041.16901408",6,5,2,0,0
"8375","-11144164.4416667_3439526.21126761",13,11,8,0,2
"8376","-11047678.1694444_3439526.21126761",14,12,8,0,3
"8377","-10951191.8972222_3439526.21126761",15,13,9,0,3
"8378","-10854705.625_3439526.21126761",13,11,7,0,3
"8379","-10758219.3527778_3439526.21126761",12,10,7,0,3
"8380","-10661733.0805556_3439526.21126761",17,15,8,0,4
"8381","-10565246.8083333_3439526.21126761",21,19,7,0,5
"8382","-10468760.5361111_3439526.21126761",25,23,5,0,8
"8383","-10372274.2638889_3439526.21126761",33,31,6,0,7
"8384","-10275787.9916667_3439526.21126761",43,42,7,0,7
"8385","-10179301.7194444_3439526.21126761",44,43,7,0,7
"8386","-10082815.4472222_3439526.21126761",45,44,7,0,8
"8387","-9986329.175_3439526.21126761",46,45,8,0,8
"8388","-9889842.90277778_3439526.21126761",48,47,8,0,9
"8389","-9793356.63055556_3439526.21126761",48,47,8,0,9
"8390","-9696870.35833333_3439526.21126761",45,44,7,0,9
"8391","-9600384.08611111_3439526.21126761",40,38,6,0,9
"8392","-9503897.81388889_3439526.21126761",37,35,6,0,9
"8393","-9407411.54166667_3439526.21126761",36,34,5,0,10
"8394","-9310925.26944444_3439526.21126761",33,31,5,0,7
"8395","-7960117.45833333_3439526.21126761",29,27,4,0,4
"8396","-7863631.18611111_3439526.21126761",29,27,5,0,3
"8397","-7767144.91388889_3439526.21126761",28,26,4,0,3
"8398","-1784996.03611111_3439526.21126761",2,1,1,0,1
"8399","-1688509.76388889_3439526.21126761",2,1,1,0,1
"8400","-1592023.49166667_3439526.21126761",2,1,1,0,1
"8401","-1495537.21944444_3439526.21126761",2,1,1,0,1
"8402","-1399050.94722222_3439526.21126761",2,1,1,0,1
"8403","-1302564.675_3439526.21126761",12,12,4,1,7
"8404","-1206078.40277778_3439526.21126761",15,15,6,3,7
"8405","-1109592.13055556_3439526.21126761",18,18,6,3,9
"8406","-1013105.85833333_3439526.21126761",19,19,7,3,9
"8407","-916619.586111112_3439526.21126761",21,21,7,3,11
"8408","-820133.313888889_3439526.21126761",14,14,7,4,5
"8409","-723647.041666666_3439526.21126761",13,13,5,2,6
"8410","-627160.769444445_3439526.21126761",13,13,5,2,6
"8411","-530674.497222222_3439526.21126761",12,12,5,2,5
"8412","-434188.225000001_3439526.21126761",11,11,6,3,3
"8413","-337701.952777777_3439526.21126761",10,10,6,3,2
"8414","-241215.680555556_3439526.21126761",10,10,5,2,3
"8415","-144729.408333335_3439526.21126761",10,10,5,2,3
"8416","-48243.1361111104_3439526.21126761",7,7,4,1,1
"8417","48243.1361111104_3439526.21126761",7,7,4,1,1
"8418","144729.408333335_3439526.21126761",7,7,4,1,1
"8419","241215.680555556_3439526.21126761",10,10,4,1,4
"8420","337701.952777777_3439526.21126761",10,10,5,2,3
"8421","434188.225000001_3439526.21126761",10,10,5,2,3
"8422","530674.497222222_3439526.21126761",9,9,5,2,2
"8423","627160.769444443_3439526.21126761",10,10,6,3,2
"8424","723647.041666668_3439526.21126761",10,10,5,2,3
"8425","820133.313888889_3439526.21126761",10,10,5,2,3
"8426","916619.58611111_3439526.21126761",11,11,6,3,3
"8427","1013105.85833333_3439526.21126761",11,11,6,3,3
"8428","1109592.13055556_3439526.21126761",12,12,5,2,5
"8429","1206078.40277778_3439526.21126761",12,12,5,2,5
"8430","1302564.675_3439526.21126761",12,12,5,2,5
"8431","1399050.94722222_3439526.21126761",11,11,5,2,4
"8432","1495537.21944444_3439526.21126761",11,11,4,1,4
"8433","1592023.49166667_3439526.21126761",11,11,4,1,4
"8434","1688509.76388889_3439526.21126761",12,12,4,1,5
"8435","1784996.03611111_3439526.21126761",13,13,4,1,6
"8436","1881482.30833333_3439526.21126761",13,13,4,1,6
"8437","1977968.58055555_3439526.21126761",14,14,4,1,7
"8438","2074454.85277778_3439526.21126761",13,13,4,1,6
"8439","2170941.125_3439526.21126761",12,12,4,1,5
"8440","2267427.39722222_3439526.21126761",12,12,4,1,5
"8441","2363913.66944445_3439526.21126761",12,12,4,1,5
"8442","2460399.94166667_3439526.21126761",13,13,4,1,6
"8443","2556886.21388889_3439526.21126761",13,13,4,1,6
"8444","2653372.48611111_3439526.21126761",12,12,4,1,5
"8445","2749858.75833333_3439526.21126761",13,13,5,2,5
"8446","2846345.03055555_3439526.21126761",12,12,4,1,5
"8447","2942831.30277778_3439526.21126761",16,16,5,1,8
"8448","3039317.575_3439526.21126761",16,16,5,1,8
"8449","3135803.84722222_3439526.21126761",14,14,6,2,5
"8450","3232290.11944444_3439526.21126761",20,20,6,2,10
"8451","3328776.39166667_3439526.21126761",18,17,6,1,9
"8452","3425262.66388889_3439526.21126761",14,13,6,1,6
"8453","3521748.93611111_3439526.21126761",16,15,7,2,7
"8454","3618235.20833333_3439526.21126761",15,14,7,2,6
"8455","3714721.48055556_3439526.21126761",15,14,6,2,6
"8456","3811207.75277778_3439526.21126761",15,14,6,2,6
"8457","3907694.025_3439526.21126761",14,13,4,1,7
"8458","4004180.29722222_3439526.21126761",13,12,4,1,7
"8459","4100666.56944444_3439526.21126761",12,11,4,1,6
"8460","4197152.84166666_3439526.21126761",12,11,4,1,6
"8461","4293639.11388889_3439526.21126761",12,11,4,1,6
"8462","4390125.38611111_3439526.21126761",13,12,4,1,7
"8463","4486611.65833334_3439526.21126761",15,14,5,1,8
"8464","4583097.93055556_3439526.21126761",15,14,6,1,7
"8465","4679584.20277778_3439526.21126761",14,13,6,1,6
"8466","4776070.475_3439526.21126761",1,0,1,0,0
"8467","4969043.01944444_3439526.21126761",23,22,11,4,8
"8468","5065529.29166667_3439526.21126761",23,22,11,4,8
"8469","5162015.56388889_3439526.21126761",23,22,11,4,8
"8470","5258501.83611111_3439526.21126761",24,23,12,4,8
"8471","5354988.10833333_3439526.21126761",25,24,13,5,8
"8472","5451474.38055556_3439526.21126761",25,24,13,5,8
"8473","5547960.65277778_3439526.21126761",24,23,12,5,8
"8474","5644446.925_3439526.21126761",23,22,11,4,8
"8475","5740933.19722222_3439526.21126761",22,21,13,5,6
"8476","5837419.46944444_3439526.21126761",22,21,13,5,6
"8477","5933905.74166667_3439526.21126761",21,20,13,5,5
"8478","6030392.01388889_3439526.21126761",21,20,11,3,7
"8479","6126878.28611111_3439526.21126761",20,19,9,1,8
"8480","6223364.55833333_3439526.21126761",19,18,9,1,7
"8481","6319850.83055555_3439526.21126761",20,19,10,2,7
"8482","6416337.10277778_3439526.21126761",20,19,10,3,7
"8483","6512823.375_3439526.21126761",20,19,9,1,8
"8484","6609309.64722222_3439526.21126761",17,16,8,1,6
"8485","6705795.91944445_3439526.21126761",18,17,8,1,7
"8486","6802282.19166667_3439526.21126761",19,18,10,1,6
"8487","6898768.46388889_3439526.21126761",17,16,7,0,7
"8488","6995254.73611111_3439526.21126761",19,18,9,0,7
"8489","7091741.00833333_3439526.21126761",21,20,11,1,7
"8490","7188227.28055555_3439526.21126761",23,22,13,2,7
"8491","7284713.55277778_3439526.21126761",27,26,14,2,9
"8492","7381199.825_3439526.21126761",29,28,17,5,8
"8493","7477686.09722222_3439526.21126761",29,28,15,3,10
"8494","7574172.36944444_3439526.21126761",27,26,14,3,10
"8495","7670658.64166667_3439526.21126761",27,26,17,7,7
"8496","7767144.91388889_3439526.21126761",27,26,17,8,7
"8497","7863631.18611111_3439526.21126761",31,30,24,11,4
"8498","7960117.45833333_3439526.21126761",37,36,26,11,6
"8499","8056603.73055556_3439526.21126761",39,38,27,12,7
"8500","8153090.00277778_3439526.21126761",38,37,29,13,4
"8501","8249576.275_3439526.21126761",34,33,25,7,5
"8502","8346062.54722222_3439526.21126761",35,34,26,8,5
"8503","8442548.81944444_3439526.21126761",35,34,26,9,5
"8504","8539035.09166666_3439526.21126761",36,35,28,10,5
"8505","8635521.36388889_3439526.21126761",36,35,28,11,4
"8506","8732007.63611111_3439526.21126761",34,33,26,11,4
"8507","8828493.90833334_3439526.21126761",36,35,27,12,5
"8508","8924980.18055556_3439526.21126761",36,35,26,11,6
"8509","9021466.45277778_3439526.21126761",36,35,25,12,7
"8510","9117952.725_3439526.21126761",35,34,25,14,6
"8511","9214438.99722222_3439526.21126761",35,34,27,17,5
"8512","9310925.26944444_3439526.21126761",39,38,31,18,4
"8513","9407411.54166667_3439526.21126761",41,40,30,15,6
"8514","9503897.81388889_3439526.21126761",43,42,30,14,8
"8515","9600384.08611111_3439526.21126761",35,34,24,11,6
"8516","9696870.35833333_3439526.21126761",29,28,22,11,4
"8517","9793356.63055556_3439526.21126761",30,29,19,9,7
"8518","9889842.90277778_3439526.21126761",32,31,15,6,10
"8519","9986329.175_3439526.21126761",33,32,17,7,9
"8520","10082815.4472222_3439526.21126761",30,29,12,4,12
"8521","10179301.7194444_3439526.21126761",30,29,13,4,11
"8522","10275787.9916667_3439526.21126761",28,27,14,5,10
"8523","10372274.2638889_3439526.21126761",29,28,13,5,11
"8524","10468760.5361111_3439526.21126761",30,29,13,5,12
"8525","10565246.8083333_3439526.21126761",29,28,11,4,13
"8526","10661733.0805556_3439526.21126761",25,24,9,3,12
"8527","10758219.3527778_3439526.21126761",25,24,8,2,13
"8528","10854705.625_3439526.21126761",20,19,6,1,11
"8529","10951191.8972222_3439526.21126761",21,20,8,2,10
"8530","11047678.1694444_3439526.21126761",21,20,9,3,10
"8531","11144164.4416667_3439526.21126761",20,19,8,2,10
"8532","11240650.7138889_3439526.21126761",24,23,10,3,11
"8533","11337136.9861111_3439526.21126761",24,23,11,4,10
"8534","11433623.2583333_3439526.21126761",25,24,12,5,10
"8535","11530109.5305556_3439526.21126761",25,24,12,5,10
"8536","11626595.8027778_3439526.21126761",23,22,11,5,11
"8537","11723082.075_3439526.21126761",19,18,6,2,12
"8538","12398485.9805556_3439526.21126761",3,2,2,0,0
"8539","12494972.2527778_3439526.21126761",6,5,2,0,0
"8540","-11047678.1694444_3343011.25352113",13,11,8,0,2
"8541","-10951191.8972222_3343011.25352113",15,13,9,0,3
"8542","-10854705.625_3343011.25352113",13,11,8,0,2
"8543","-10758219.3527778_3343011.25352113",12,10,7,0,2
"8544","-10661733.0805556_3343011.25352113",12,10,8,0,2
"8545","-10565246.8083333_3343011.25352113",19,17,9,0,3
"8546","-10468760.5361111_3343011.25352113",22,20,7,0,5
"8547","-10372274.2638889_3343011.25352113",23,21,5,0,6
"8548","-10275787.9916667_3343011.25352113",37,36,5,0,6
"8549","-10179301.7194444_3343011.25352113",43,42,7,0,6
"8550","-10082815.4472222_3343011.25352113",43,42,7,0,6
"8551","-9986329.175_3343011.25352113",45,44,8,0,7
"8552","-9889842.90277778_3343011.25352113",48,47,9,0,8
"8553","-9793356.63055556_3343011.25352113",48,47,8,0,9
"8554","-9696870.35833333_3343011.25352113",43,42,8,0,8
"8555","-9600384.08611111_3343011.25352113",35,33,6,0,9
"8556","-9503897.81388889_3343011.25352113",33,31,6,0,8
"8557","-9407411.54166667_3343011.25352113",33,31,5,0,8
"8558","-7960117.45833333_3343011.25352113",29,27,4,0,4
"8559","-7863631.18611111_3343011.25352113",29,27,5,0,3
"8560","-7767144.91388889_3343011.25352113",29,27,4,0,4
"8561","-7574172.36944444_3343011.25352113",1,0,1,0,0
"8562","-7477686.09722222_3343011.25352113",1,0,1,0,0
"8563","-1302564.675_3343011.25352113",14,14,4,1,8
"8564","-1206078.40277778_3343011.25352113",14,14,6,3,6
"8565","-1109592.13055556_3343011.25352113",14,14,6,3,6
"8566","-1013105.85833333_3343011.25352113",15,15,6,3,7
"8567","-916619.586111112_3343011.25352113",15,15,6,3,7
"8568","-820133.313888889_3343011.25352113",13,13,5,2,6
"8569","-723647.041666666_3343011.25352113",13,13,5,2,6
"8570","-627160.769444445_3343011.25352113",12,12,5,2,5
"8571","-530674.497222222_3343011.25352113",9,9,5,2,2
"8572","-434188.225000001_3343011.25352113",7,7,5,2,0
"8573","-337701.952777777_3343011.25352113",7,7,5,2,0
"8574","-241215.680555556_3343011.25352113",7,7,4,1,1
"8575","-144729.408333335_3343011.25352113",7,7,4,1,1
"8576","-48243.1361111104_3343011.25352113",7,7,4,1,1
"8577","48243.1361111104_3343011.25352113",7,7,4,1,1
"8578","144729.408333335_3343011.25352113",7,7,5,2,0
"8579","241215.680555556_3343011.25352113",7,7,5,2,0
"8580","337701.952777777_3343011.25352113",9,9,6,3,1
"8581","434188.225000001_3343011.25352113",9,9,6,3,1
"8582","530674.497222222_3343011.25352113",9,9,6,3,1
"8583","627160.769444443_3343011.25352113",10,10,7,4,1
"8584","723647.041666668_3343011.25352113",10,10,6,3,2
"8585","820133.313888889_3343011.25352113",10,10,6,3,2
"8586","916619.58611111_3343011.25352113",10,10,6,3,2
"8587","1013105.85833333_3343011.25352113",10,10,6,3,2
"8588","1109592.13055556_3343011.25352113",9,9,5,2,2
"8589","1206078.40277778_3343011.25352113",9,9,6,3,1
"8590","1302564.675_3343011.25352113",9,9,6,3,1
"8591","1399050.94722222_3343011.25352113",9,9,6,3,1
"8592","1495537.21944444_3343011.25352113",9,9,5,2,2
"8593","1592023.49166667_3343011.25352113",9,9,4,1,3
"8594","1688509.76388889_3343011.25352113",9,9,4,1,3
"8595","1784996.03611111_3343011.25352113",9,9,4,1,3
"8596","1881482.30833333_3343011.25352113",11,11,4,1,4
"8597","1977968.58055555_3343011.25352113",11,11,4,1,4
"8598","2074454.85277778_3343011.25352113",12,12,4,1,5
"8599","2170941.125_3343011.25352113",11,11,4,1,4
"8600","2267427.39722222_3343011.25352113",11,11,4,1,4
"8601","2363913.66944445_3343011.25352113",11,11,4,1,4
"8602","2460399.94166667_3343011.25352113",11,11,4,1,4
"8603","2556886.21388889_3343011.25352113",12,12,4,1,5
"8604","2653372.48611111_3343011.25352113",13,13,5,2,5
"8605","2749858.75833333_3343011.25352113",12,12,5,2,4
"8606","2846345.03055555_3343011.25352113",11,11,4,1,4
"8607","2942831.30277778_3343011.25352113",15,15,4,1,8
"8608","3039317.575_3343011.25352113",17,17,5,2,9
"8609","3135803.84722222_3343011.25352113",15,15,5,2,7
"8610","3232290.11944444_3343011.25352113",12,12,5,2,4
"8611","3328776.39166667_3343011.25352113",9,9,4,1,3
"8612","3425262.66388889_3343011.25352113",13,12,6,1,5
"8613","3521748.93611111_3343011.25352113",14,13,6,1,6
"8614","3618235.20833333_3343011.25352113",16,15,7,2,7
"8615","3714721.48055556_3343011.25352113",16,15,5,1,8
"8616","3811207.75277778_3343011.25352113",16,15,6,2,7
"8617","3907694.025_3343011.25352113",16,15,6,2,7
"8618","4004180.29722222_3343011.25352113",14,13,4,2,7
"8619","4100666.56944444_3343011.25352113",14,13,5,2,7
"8620","4197152.84166666_3343011.25352113",12,11,4,1,6
"8621","4293639.11388889_3343011.25352113",12,11,4,1,6
"8622","4390125.38611111_3343011.25352113",12,11,4,1,6
"8623","4486611.65833334_3343011.25352113",14,13,5,1,7
"8624","4583097.93055556_3343011.25352113",12,11,5,1,5
"8625","4679584.20277778_3343011.25352113",14,13,6,1,6
"8626","4776070.475_3343011.25352113",14,13,6,1,6
"8627","4872556.74722222_3343011.25352113",12,11,6,1,5
"8628","5065529.29166667_3343011.25352113",23,22,11,4,8
"8629","5162015.56388889_3343011.25352113",23,22,11,4,8
"8630","5258501.83611111_3343011.25352113",24,23,12,4,8
"8631","5354988.10833333_3343011.25352113",24,23,13,5,7
"8632","5451474.38055556_3343011.25352113",23,22,12,5,7
"8633","5547960.65277778_3343011.25352113",22,21,12,5,7
"8634","5644446.925_3343011.25352113",22,21,13,5,6
"8635","5740933.19722222_3343011.25352113",22,21,13,5,6
"8636","5837419.46944444_3343011.25352113",22,21,12,4,7
"8637","5933905.74166667_3343011.25352113",22,21,13,5,6
"8638","6030392.01388889_3343011.25352113",22,21,12,4,7
"8639","6126878.28611111_3343011.25352113",22,21,11,3,8
"8640","6223364.55833333_3343011.25352113",21,20,10,2,8
"8641","6319850.83055555_3343011.25352113",21,20,9,2,9
"8642","6416337.10277778_3343011.25352113",21,20,10,3,8
"8643","6512823.375_3343011.25352113",22,21,11,3,8
"8644","6609309.64722222_3343011.25352113",18,17,8,1,7
"8645","6705795.91944445_3343011.25352113",19,18,9,0,7
"8646","6802282.19166667_3343011.25352113",18,17,9,0,6
"8647","6898768.46388889_3343011.25352113",18,17,7,0,8
"8648","6995254.73611111_3343011.25352113",20,19,11,1,6
"8649","7091741.00833333_3343011.25352113",21,20,12,1,6
"8650","7188227.28055555_3343011.25352113",26,25,14,2,8
"8651","7284713.55277778_3343011.25352113",28,27,15,3,9
"8652","7381199.825_3343011.25352113",28,27,17,5,8
"8653","7477686.09722222_3343011.25352113",27,26,14,2,10
"8654","7574172.36944444_3343011.25352113",28,27,15,2,10
"8655","7670658.64166667_3343011.25352113",26,25,13,2,10
"8656","7767144.91388889_3343011.25352113",27,26,13,3,11
"8657","7863631.18611111_3343011.25352113",26,25,14,5,9
"8658","7960117.45833333_3343011.25352113",28,27,17,8,8
"8659","8056603.73055556_3343011.25352113",31,30,21,11,5
"8660","8153090.00277778_3343011.25352113",35,34,24,12,6
"8661","8249576.275_3343011.25352113",37,36,25,12,7
"8662","8346062.54722222_3343011.25352113",41,40,25,12,11
"8663","8442548.81944444_3343011.25352113",41,40,27,13,9
"8664","8539035.09166666_3343011.25352113",45,44,33,15,6
"8665","8635521.36388889_3343011.25352113",43,42,32,14,7
"8666","8732007.63611111_3343011.25352113",42,41,30,17,7
"8667","8828493.90833334_3343011.25352113",42,41,32,18,5
"8668","8924980.18055556_3343011.25352113",42,41,29,16,8
"8669","9021466.45277778_3343011.25352113",36,35,23,13,9
"8670","9117952.725_3343011.25352113",29,28,21,13,5
"8671","9214438.99722222_3343011.25352113",29,28,22,13,4
"8672","9310925.26944444_3343011.25352113",32,31,25,15,4
"8673","9407411.54166667_3343011.25352113",32,31,24,13,5
"8674","9503897.81388889_3343011.25352113",38,37,23,12,10
"8675","9600384.08611111_3343011.25352113",32,31,18,10,7
"8676","9696870.35833333_3343011.25352113",29,28,17,7,7
"8677","9793356.63055556_3343011.25352113",30,29,16,8,9
"8678","9889842.90277778_3343011.25352113",29,28,13,5,9
"8679","9986329.175_3343011.25352113",29,28,13,5,9
"8680","10082815.4472222_3343011.25352113",29,28,13,5,10
"8681","10179301.7194444_3343011.25352113",29,28,12,4,11
"8682","10275787.9916667_3343011.25352113",30,29,12,4,12
"8683","10372274.2638889_3343011.25352113",32,31,12,4,14
"8684","10468760.5361111_3343011.25352113",32,31,13,4,13
"8685","10565246.8083333_3343011.25352113",31,30,11,4,14
"8686","10661733.0805556_3343011.25352113",29,28,10,3,14
"8687","10758219.3527778_3343011.25352113",26,25,10,3,13
"8688","10854705.625_3343011.25352113",20,19,7,2,11
"8689","10951191.8972222_3343011.25352113",20,19,8,2,10
"8690","11047678.1694444_3343011.25352113",21,20,9,3,10
"8691","11144164.4416667_3343011.25352113",21,20,9,2,10
"8692","11240650.7138889_3343011.25352113",24,23,10,3,11
"8693","11337136.9861111_3343011.25352113",26,25,11,4,12
"8694","11433623.2583333_3343011.25352113",26,25,12,5,11
"8695","11530109.5305556_3343011.25352113",24,23,12,5,11
"8696","11626595.8027778_3343011.25352113",22,21,9,4,12
"8697","11723082.075_3343011.25352113",2,1,1,0,1
"8698","12301999.7083333_3343011.25352113",2,1,1,0,0
"8699","12398485.9805556_3343011.25352113",6,5,2,0,0
"8700","-10951191.8972222_3246496.29577465",13,11,8,0,2
"8701","-10854705.625_3246496.29577465",14,12,8,0,3
"8702","-10758219.3527778_3246496.29577465",13,11,7,0,3
"8703","-10565246.8083333_3246496.29577465",15,13,9,0,2
"8704","-10468760.5361111_3246496.29577465",17,15,7,0,3
"8705","-10372274.2638889_3246496.29577465",21,19,6,0,6
"8706","-10275787.9916667_3246496.29577465",32,30,5,0,5
"8707","-10179301.7194444_3246496.29577465",42,41,6,0,6
"8708","-10082815.4472222_3246496.29577465",43,42,7,0,6
"8709","-9986329.175_3246496.29577465",44,43,7,0,7
"8710","-9889842.90277778_3246496.29577465",44,43,9,0,5
"8711","-9793356.63055556_3246496.29577465",46,45,7,0,8
"8712","-9696870.35833333_3246496.29577465",47,46,8,0,8
"8713","-9600384.08611111_3246496.29577465",31,29,7,0,6
"8714","-9503897.81388889_3246496.29577465",29,27,7,0,6
"8715","-9407411.54166667_3246496.29577465",28,26,7,0,6
"8716","-7960117.45833333_3246496.29577465",29,27,4,0,4
"8717","-7863631.18611111_3246496.29577465",29,27,5,0,3
